X,ID,Intercept,umol.L.sec,Temp.C,Date,Run,Species,Temp.Cat,Light_Dark,Organism.ID,Species.Fullname,Blank,Surface.Area,Buoyant.Weight,Treatment,Mean,RMSE,R2,Std Error Slope,Std Error Intercept,t Ratio Slope,t Ratio Intercept,Prob>|t| Slope,Prob>|t| Intercept
228,BLANK,111.6093004,-0.002345949,22,02/16/2021,NA,BLANK,22,Dark,BLANKBLANK,BLANK,0,5,10,2,105.6045,0.350009505,0.814414368,0.000791869,2.034444354,-2.962548955,54.85984425,0.097550906,0.000332104
229,G183_Por5_TP_2.1,182.2720321,-0.039088759,34,02/16/2021,NA,Por,34,Dark,Por5,Porites,0,5,10,2,100.51075,0.886727783,0.996668427,0.001598035,3.371857488,-24.46051982,54.05686117,0.001667176,0.000342039
230,R008_Poc6_TP_0.2,97.68711586,0.020195832,30,02/16/2021,NA,Poc,30,Light,Poc6,Pocillopora,0,5,10,0,121.11725,1.06567867,0.988988917,0.001506836,1.827553485,13.40280458,53.4523978,0.005520781,0.000349814
231,G182_Por5_TP_0.1,93.15734418,-0.003467327,34,02/16/2021,NA,Por,34,Light,Por5,Porites,0,5,10,0,89.65975,1.213756757,0.696067407,0.001620104,1.743290305,-2.140188417,53.43765402,0.165693458,0.000350007
232,R167_Por8_TP_4.2,90.25540714,0.026167997,22,02/16/2021,NA,Por,22,Light,Por8,Porites,0,5,10,4,120.28775,0.766853496,0.994020483,0.001435129,1.691101672,18.2339022,53.37077516,0.002994241,0.000350885
233,R047_Poc8_TP_4.3,198.2030975,-0.020968511,24,02/16/2021,NA,Poc,24,Dark,Poc8,Pocillopora,0,5,10,4,155.48375,1.125388309,0.985282604,0.001812123,3.734490793,-11.57124052,53.07366078,0.007385974,0.000354822
234,G136_Por2_TP_2.3,153.5631514,-0.009203882,24,02/16/2021,NA,Por,24,Dark,Por2,Porites,0,5,10,2,132.432,0.659462698,0.963667925,0.001263681,2.919956373,-7.283390564,52.59090608,0.018334107,0.000361363
235,G182_Por5_TP_0.1,88.10117942,0.00510898,26,02/16/2021,NA,Por,26,Light,Por5,Porites,0,5,10,0,93.74625,1.073524703,0.860155136,0.001456646,1.696638848,3.507358266,51.92689035,0.072554511,0.000370658
236,G150_Por3_TP_0.3,157.4021149,-0.030727559,34,02/16/2021,NA,Por,34,Dark,Por3,Porites,0,5,10,0,91.6115,0.770766764,0.995798334,0.001411361,3.046333053,-21.77157851,51.66937172,0.002103045,0.00037436
237,R028_Poc7_TP_2.2,95.68681372,0.02036594,28,02/16/2021,NA,Poc,28,Light,Poc7,Pocillopora,0,5,10,2,120.745,0.994927325,0.989905078,0.001454267,1.857190278,14.00426401,51.52235333,0.005060264,0.000376499
238,R032_Poc7_TP_0.3,153.7379721,-0.031249046,32,02/16/2021,NA,Poc,32,Dark,Poc7,Pocillopora,0,5,10,0,90.384,0.822767654,0.995652339,0.001460144,2.988728104,-21.40134286,51.43926338,0.002176198,0.000377715
239,G155_Por3_TP_4.2,162.6006843,-0.020340681,32,02/16/2021,NA,Por,32,Dark,Por3,Porites,0,5,10,4,121.09675,0.854164965,0.988659545,0.001540431,3.172039967,-13.204536,51.26060392,0.005686395,0.000380351
240,R126_Por7_TP_2.3,87.28572738,0.026143752,22,02/16/2021,NA,Por,22,Light,Por7,Porites,0,5,10,2,124.70175,0.762076093,0.996034917,0.001166385,1.71222529,22.4143481,50.97794542,0.001984511,0.000384578
241,G150_Por3_TP_0.3,107.0478669,0.025092431,24,02/16/2021,NA,Por,24,Light,Por3,Porites,0,5,10,0,133.62375,0.969270058,0.988225922,0.001936703,2.107674857,12.9562601,50.78955445,0.005904471,0.000387435
242,R039_Poc7_TP_4.3,91.37344932,0.014707096,22,02/16/2021,NA,Poc,22,Light,Poc7,Pocillopora,0,5,10,4,106.68975,0.91025558,0.974425623,0.001684768,1.812623988,8.729448647,50.4094892,0.012870007,0.000393296
243,G150_Por3_TP_0.3,84.16873762,0.014131167,34,02/16/2021,NA,Por,34,Light,Por3,Porites,0,5,10,0,99.18625,1.108547697,0.978350706,0.001486407,1.674059719,9.506932401,50.27821689,0.010883877,0.000395351
244,G137_Por2_TP_4.1,157.0334893,-0.022636604,34,02/16/2021,NA,Por,34,Dark,Por2,Porites,0,5,10,4,112.1895,1.10175245,0.99068431,0.001552159,3.123842585,-14.58394877,50.26933498,0.004668743,0.00039549
245,G051_Poc3_TP_0.1,150.9565592,-0.014688377,24,02/16/2021,NA,Poc,24,Dark,Poc3,Pocillopora,0,5,10,0,119.668,0.843103083,0.982228952,0.00139704,3.00562536,-10.5139243,50.22467578,0.008925355,0.000396194
246,R041_Poc8_TP_0.2,132.4384494,-0.005776436,22,02/16/2021,NA,Poc,22,Dark,Poc8,Pocillopora,0,5,10,0,117.74,0.515917642,0.939508719,0.001036432,2.649843198,-5.573384612,49.97973069,0.030717421,0.000400084
247,R028_Poc7_TP_2.2,98.70788078,0.015472107,30,02/16/2021,NA,Poc,30,Light,Poc7,Pocillopora,0,5,10,2,114.61675,0.987234886,0.971791522,0.001863965,1.979128055,8.300642742,49.87442854,0.014205132,0.000401774
248,R042_Poc8_TP_2.3,164.3000919,-0.000275922,26,02/16/2021,NA,Poc,26,Dark,Poc8,Pocillopora,0,5,10,2,163.7375,0.926711153,0.014094082,0.001631815,3.359301083,-0.169089116,48.9090105,0.881281502,0.000417782
249,G047_Poc3_TP_2.3,79.95830904,0.013424187,34,02/16/2021,NA,Poc,34,Light,Poc3,Pocillopora,0,5,10,2,92.633,0.93831856,0.970319999,0.00166015,1.636167963,8.086126482,48.86925477,0.014951779,0.000418462
250,R167_Por8_TP_4.2,101.3940398,0.023388691,24,02/16/2021,NA,Por,24,Light,Por8,Porites,0,5,10,4,125.82375,1.13517438,0.986394199,0.001942351,2.106703932,12.04143354,48.12923081,0.006826199,0.000431421
251,G199_Por5_TP_4.1,245.9863724,-0.021310305,26,02/16/2021,NA,Por,26,Dark,Por5,Porites,0,5,10,4,201.963,1.719502829,0.97363932,0.002479442,5.193748332,-8.594799402,47.3620123,0.013268365,0.000445502
252,G047_Poc3_TP_2.3,85.81657864,0.01738378,22,02/16/2021,NA,Poc,22,Light,Poc3,Pocillopora,0,5,10,2,110.27225,0.828681663,0.989395879,0.00127257,1.837585539,13.66037771,46.70072594,0.005316191,0.000458199
253,G183_Por5_TP_2.1,96.33751892,0.030367767,24,02/16/2021,NA,Por,24,Light,Por5,Porites,0,5,10,2,132.57325,1.113050639,0.994022469,0.001665178,2.063408063,18.23694859,46.68854438,0.002993245,0.000458438
254,R123_Por7_TP_0.3,83.80672072,0.020616354,22,02/16/2021,NA,Por,22,Light,Por7,Porites,0,5,10,0,112.09225,1.014520384,0.992465026,0.001270223,1.815063488,16.23049333,46.17288667,0.003774611,0.000468728
255,G031_Poc2_TP_4.2,200.5751612,-0.02952804,32,02/16/2021,NA,Poc,32,Dark,Poc2,Pocillopora,0,5,10,4,137.81625,1.130732219,0.990585256,0.002035532,4.363105759,-14.50630035,45.97073101,0.004718504,0.000472856
256,R163_Por8_TP_2.1,79.18808451,0.033395137,32,02/16/2021,NA,Por,32,Light,Por8,Porites,0,5,10,2,114.4585,0.803694869,0.995501784,0.001587331,1.723954563,21.03855206,45.93397426,0.002251643,0.000473613
257,R039_Poc7_TP_4.3,79.36550571,0.012977209,34,02/16/2021,NA,Poc,34,Light,Poc7,Pocillopora,0,5,10,4,90.7835,1.089020756,0.960132366,0.001869868,1.732969863,6.940173412,45.79739521,0.020136557,0.00047644
258,R032_Poc7_TP_0.3,83.26287976,0.013509769,30,02/16/2021,NA,Poc,30,Light,Poc7,Pocillopora,0,5,10,0,97.7855,1.157802785,0.972371403,0.001610261,1.825222183,8.389801151,45.61794205,0.013911057,0.000480193
259,G025_Poc2_TP_2.2,145.2107451,-0.003393305,22,02/16/2021,NA,Poc,22,Dark,Poc2,Pocillopora,0,5,10,2,136.709,0.563514765,0.78201597,0.001266813,3.186413524,-2.678616068,45.57184559,0.115683332,0.000481164
260,G030_Poc2_TP_0.1,153.1593839,-0.028334892,32,02/16/2021,NA,Poc,32,Dark,Poc2,Pocillopora,0,5,10,0,96.0635,0.93029451,0.993230825,0.001654053,3.365280225,-17.13058615,45.51162865,0.003390335,0.000482437
261,G047_Poc3_TP_2.3,142.9826733,-0.002897449,24,02/16/2021,NA,Poc,24,Dark,Poc3,Pocillopora,0,5,10,2,136.54125,0.7342862,0.679732118,0.001406334,3.147955791,-2.06028452,45.42080094,0.175541318,0.000484367
262,G139_Por2_TP_0.2,159.4346428,-0.030304206,34,02/16/2021,NA,Por,34,Dark,Por2,Porites,0,5,10,0,94.25275,0.889677033,0.994246744,0.001630038,3.534186393,-18.59110617,45.11212059,0.002880778,0.000491014
263,G136_Por2_TP_2.3,100.7690359,0.019583672,28,02/16/2021,NA,Por,28,Light,Por2,Porites,0,5,10,2,124.02375,1.239360547,0.98317313,0.001811615,2.238683851,10.81006547,45.01262466,0.008449129,0.000493185
264,G136_Por2_TP_2.3,90.78476777,0.019744976,22,02/16/2021,NA,Por,22,Light,Por2,Porites,0,5,10,2,120.0315,0.870226254,0.990952979,0.001334037,2.023346151,14.80092058,44.86862898,0.004533788,0.000496353
265,G137_Por2_TP_4.1,88.14781086,0.025266307,22,02/16/2021,NA,Por,22,Light,Por2,Porites,0,5,10,4,115.6705,0.968130763,0.989985545,0.001796909,2.01634694,14.06098556,43.71658919,0.005019827,0.000522838
266,R179_Por8_TP_0.3,83.54824424,0.007087852,34,02/16/2021,NA,Por,34,Light,Por8,Porites,0,5,10,0,91.394,1.215089842,0.902353395,0.001648693,1.923458427,4.299072331,43.43647,0.050077164,0.000529597
267,R110_Por6_TP_4.3,112.3437774,0.036354047,32,02/16/2021,NA,Por,32,Light,Por6,Porites,0,5,10,4,148.5155,1.424374527,0.99063276,0.002499696,2.587116895,14.54338589,43.42431439,0.00469464,0.000529894
268,R102_Por6_TP_2.2,162.1395753,-0.012885856,22,02/16/2021,NA,Por,22,Dark,Por6,Porites,0,5,10,2,129.97875,0.666069272,0.973853314,0.001493,3.741117909,-8.630847502,43.33987307,0.013159935,0.000531959
269,G139_Por2_TP_0.2,162.8249152,-0.014629591,24,02/16/2021,NA,Por,24,Dark,Por2,Porites,0,5,10,0,133.05775,1.103410238,0.969653078,0.001830064,3.764322532,-7.994031657,43.25477262,0.015290359,0.000534052
270,R102_Por6_TP_2.2,227.9590349,-0.054635457,32,02/16/2021,NA,Por,32,Dark,Por6,Porites,0,5,10,2,118.84125,1.556043183,0.99537236,0.002634187,5.318208585,-20.74091887,42.86387629,0.002316503,0.000543829
271,R179_Por8_TP_0.3,80.28083634,0.013546492,32,02/16/2021,NA,Por,32,Light,Por8,Porites,0,5,10,0,94.543,0.996540627,0.968432242,0.001729415,1.887727748,7.832993194,42.52776197,0.01591045,0.000552452
272,R047_Poc8_TP_4.3,194.0416037,-0.037124971,34,02/16/2021,NA,Poc,34,Dark,Poc8,Pocillopora,0,5,10,4,120.98175,1.620922627,0.992435026,0.002291943,4.582650961,-16.19803406,42.34265392,0.003789668,0.000557289
273,R005_Poc6_TP_2.3,130.0700646,0.024799559,26,02/16/2021,NA,Poc,26,Light,Poc6,Pocillopora,0,5,10,2,156.15775,1.739208009,0.975121825,0.002800972,3.072105211,8.853911563,42.33906578,0.01251743,0.000557384
274,G030_Poc2_TP_0.1,87.75549781,0.017507964,26,02/16/2021,NA,Poc,26,Light,Poc2,Pocillopora,0,5,10,0,107.585,1.280871272,0.980508774,0.001745478,2.078075662,10.03046721,42.22921206,0.00979357,0.000560285
275,R126_Por7_TP_2.3,106.9716216,0.028314745,24,02/16/2021,NA,Por,24,Light,Por7,Porites,0,5,10,2,138.34225,1.482840338,0.988137184,0.002193729,2.541058134,12.90713087,42.09727442,0.005949104,0.000563799
276,R042_Poc8_TP_2.3,73.66406114,0.049879759,32,02/16/2021,NA,Poc,32,Light,Poc8,Pocillopora,0,5,10,2,123.88925,0.873355616,0.997661205,0.001707709,1.774116674,29.20857857,41.52154264,0.001170082,0.000579529
277,BLANK,100.3003415,-0.011766806,30,02/16/2021,NA,BLANK,30,Dark,BLANKBLANK,BLANK,0,5,10,4,76.50125,0.647507211,0.980106989,0.001185379,2.419262326,-9.926621846,41.45905983,0.00999647,0.000581276
278,R123_Por7_TP_0.3,138.3051505,-0.00626492,22,02/16/2021,NA,Por,22,Dark,Por7,Porites,0,5,10,0,122.22675,0.656016906,0.91768794,0.001326737,3.42072287,-4.722052112,40.43155665,0.042039698,0.000611168
279,R163_Por8_TP_2.1,166.7066957,-0.014276658,30,02/16/2021,NA,Por,30,Dark,Por8,Porites,0,5,10,2,138.00775,1.222515799,0.961044313,0.002032475,4.131155066,-7.024271194,40.35353142,0.019671324,0.000613532
280,G199_Por5_TP_4.1,131.8760767,0.056789937,26,02/16/2021,NA,Por,26,Light,Por5,Porites,0,5,10,4,190.16125,1.684606839,0.993977071,0.003125878,3.316910738,18.167673,39.75870533,0.003016013,0.00063201
281,G150_Por3_TP_0.3,121.2830861,-0.005205807,22,02/16/2021,NA,Por,22,Dark,Por3,Porites,0,5,10,0,108.151,0.604342769,0.90317472,0.001205262,3.055354393,-4.31923173,39.69525971,0.04964495,0.00063403
282,G182_Por5_TP_0.1,113.5936018,-0.002528183,22,02/16/2021,NA,Por,22,Dark,Por5,Porites,0,5,10,0,107.32325,0.588318756,0.706174209,0.001153142,2.8750872,-2.192431163,39.50961969,0.159658279,0.000639996
283,R163_Por8_TP_2.1,166.055514,-0.021348531,32,02/16/2021,NA,Por,32,Dark,Por8,Porites,0,5,10,2,121.412,1.172528315,0.982915595,0.001990191,4.202927877,-10.72687404,39.50948454,0.008579002,0.00064
284,R123_Por7_TP_0.3,86.71599054,0.007484955,34,02/16/2021,NA,Por,34,Light,Por7,Porites,0,5,10,0,95.094,1.376533834,0.888585117,0.001874115,2.207747494,3.993860677,39.27803826,0.057352072,0.000647558
285,R102_Por6_TP_2.2,82.46310519,0.008555665,34,02/16/2021,NA,Por,34,Light,Por6,Porites,0,5,10,2,90.304,1.246516578,0.882327376,0.002209335,2.118514204,3.872506499,38.92497158,0.060677172,0.000659346
286,R163_Por8_TP_2.1,154.7248669,-0.006392309,22,02/16/2021,NA,Por,22,Dark,Por8,Porites,0,5,10,2,138.283,0.680101861,0.895521831,0.001543894,3.985632879,-4.140381031,38.82065198,0.053679848,0.000662891
287,G051_Poc3_TP_0.1,95.92246609,0.018199034,22,02/16/2021,NA,Poc,22,Light,Poc3,Pocillopora,0,5,10,0,121.62225,1.338383028,0.983106267,0.001686926,2.47440167,10.78828519,38.7659236,0.008482846,0.000664762
288,R039_Poc7_TP_4.3,95.72349969,0.016334587,26,02/16/2021,NA,Poc,26,Light,Poc7,Pocillopora,0,5,10,4,112.88525,1.221033512,0.962378841,0.002283685,2.475783901,7.152731833,38.66391555,0.018990907,0.000668271
289,R028_Poc7_TP_2.2,97.52431838,0.017334189,24,02/16/2021,NA,Poc,24,Light,Poc7,Pocillopora,0,5,10,2,118.43725,1.349561058,0.973581519,0.002019093,2.527679252,8.585137088,38.58255288,0.013297654,0.00067109
290,R167_Por8_TP_4.2,175.4683812,-0.026974196,32,02/16/2021,NA,Por,32,Dark,Por8,Porites,0,5,10,4,117.3675,1.151740991,0.987981571,0.002103696,4.56768772,-12.82228914,38.41514394,0.006027379,0.000676946
291,G047_Poc3_TP_2.3,89.78817662,0.022592548,30,02/16/2021,NA,Poc,30,Light,Poc3,Pocillopora,0,5,10,2,110.2745,1.318927334,0.976573803,0.002474278,2.338520618,9.13096408,38.39528971,0.011782512,0.000677645
292,R032_Poc7_TP_0.3,82.38656003,0.007321605,34,02/16/2021,NA,Poc,34,Light,Poc7,Pocillopora,0,5,10,0,90.06075,1.463253225,0.874309666,0.001962952,2.183690879,3.729895784,37.72812389,0.064954725,0.000701798
293,R032_Poc7_TP_0.3,87.18880887,0.014412879,22,02/16/2021,NA,Poc,22,Light,Poc7,Pocillopora,0,5,10,0,106.07275,1.359179628,0.973320858,0.001687305,2.312826436,8.541951101,37.6979472,0.01342975,0.000702921
294,R028_Poc7_TP_2.2,139.3366798,-0.017554044,32,02/16/2021,NA,Poc,32,Dark,Poc7,Pocillopora,0,5,10,2,101.6605,1.011632598,0.981345849,0.00171135,3.707728837,-10.2574239,37.58006207,0.009370983,0.000707333
295,R032_Poc7_TP_0.3,191.9183832,-0.030595549,26,02/16/2021,NA,Poc,26,Dark,Poc7,Pocillopora,0,5,10,0,121.98525,1.272336936,0.98947608,0.002231153,5.139337183,-13.71288616,37.34302234,0.005275878,0.000716332
296,G199_Por5_TP_4.1,118.0007865,0.051288846,22,02/16/2021,NA,Por,22,Light,Por5,Porites,0,5,10,4,169.78775,1.656832846,0.993075569,0.003028369,3.16801148,16.93612724,37.24758804,0.00346823,0.000720003
297,R041_Poc8_TP_0.2,95.89281927,0.009162002,30,02/16/2021,NA,Poc,30,Light,Poc8,Pocillopora,0,5,10,0,106.122,1.578374316,0.895852295,0.00220893,2.589416272,4.147709696,37.03260086,0.053505259,0.000728378
298,R179_Por8_TP_0.3,91.72143456,0.024820217,26,02/16/2021,NA,Por,26,Light,Por8,Porites,0,5,10,0,121.67325,1.431875878,0.987189085,0.001999312,2.516653932,12.41438192,36.44578756,0.006426105,0.000751995
299,R041_Poc8_TP_0.2,81.96651781,0.020164053,22,02/16/2021,NA,Poc,22,Light,Poc8,Pocillopora,0,5,10,0,109.13275,1.294847485,0.987401536,0.001610552,2.264361446,12.51996451,36.19851324,0.006319198,0.000762293
