X,ID,Intercept,umol.L.sec,Temp.C,Date,Run,Species,Temp.Cat,Light_Dark,Organism.ID,Species.Fullname,Blank,Surface.Area,Buoyant.Weight,Treatment,Mean,RMSE,R2,Std Error Slope,Std Error Intercept,t Ratio Slope,t Ratio Intercept,Prob>|t| Slope,Prob>|t| Intercept
2,G139_Por2_TP_0.2,94.58190344,0.023332854,30,02/16/2021,NA,Por,30,Light,Por2,Porites,0,5,10,0,120.32125,0.051487574,0.999980981,7.19534E-05,0.083444936,324.2771854,1133.464872,9.50957E-06,7.78365E-07
3,G182_Por5_TP_0.1,126.9810901,-0.01829846,30,02/16/2021,NA,Por,30,Dark,Por5,Porites,0,5,10,0,87.608,0.029935942,0.999980365,5.73353E-05,0.124274004,-319.1481616,1021.783206,9.81768E-06,9.57815E-07
4,R108_Por6_TP_0.2,84.0535068,0.027066282,30,02/16/2021,NA,Por,30,Light,Por6,Porites,0,5,10,0,112.44425,0.066740562,0.999976647,9.24885E-05,0.1025932,292.6447049,819.2892606,1.16765E-05,1.48979E-06
5,R028_Poc7_TP_2.2,154.3117601,-0.010863498,28,02/16/2021,NA,Poc,28,Dark,Poc7,Pocillopora,0,5,10,2,128.14525,0.045562304,0.999877589,8.49947E-05,0.205987156,-127.813881,749.1329215,6.12074E-05,1.78189E-06
6,BLANK,106.6786061,-0.003289333,22,02/16/2021,NA,BLANK,22,Dark,BLANKBLANK,BLANK,0,5,10,4,99.74025,0.050290539,0.998682146,8.44915E-05,0.179987221,-38.93095385,592.7010022,0.000659144,2.8466E-06
7,G136_Por2_TP_2.3,141.6991157,-0.005307052,22,02/16/2021,NA,Por,22,Dark,Por2,Porites,0,5,10,2,127.98525,0.040726939,0.999390725,9.26568E-05,0.240297274,-57.27644888,589.6825774,0.000304684,2.87582E-06
8,BLANK,104.8517889,0.000859822,22,02/16/2021,NA,BLANK,22,Light,BLANKBLANK,BLANK,0,5,10,2,106.103,0.081770082,0.959392767,0.000125083,0.186555254,6.874031523,562.0414682,0.020514029,3.16564E-06
9,G160_Por3_TP_2.1,202.5638503,-0.020304247,26,02/16/2021,NA,Por,26,Dark,Por3,Porites,0,5,10,2,160.6375,0.102410242,0.999842758,0.000180049,0.375293854,-112.7706534,539.7473163,7.86243E-05,3.43255E-06
10,G139_Por2_TP_0.2,180.6925907,-0.022013132,28,02/16/2021,NA,Por,28,Dark,Por2,Porites,0,5,10,0,129.38775,0.085503427,0.999904366,0.000152228,0.35735634,-144.6062768,505.6370086,4.78183E-05,3.91129E-06
11,R028_Poc7_TP_2.2,140.1500693,-0.00488425,24,02/16/2021,NA,Poc,24,Dark,Poc7,Pocillopora,0,5,10,2,128.7525,0.067399981,0.998573384,0.000130541,0.306480115,-37.41548883,457.2892745,0.000713563,4.78206E-06
12,BLANK,99.35234858,-0.0024768,22,02/16/2021,NA,BLANK,22,Light,BLANKBLANK,BLANK,0,5,10,0,95.88925,0.122509624,0.992284362,0.000154434,0.224452509,-16.03788728,442.6430734,0.003865289,5.10375E-06
13,R028_Poc7_TP_2.2,97.25394377,0.015567578,26,02/16/2021,NA,Poc,26,Light,Poc7,Pocillopora,0,5,10,2,114.14375,0.124994235,0.999667241,0.000200837,0.226680543,77.51355251,429.035252,0.000166393,5.43263E-06
14,G025_Poc2_TP_2.2,100.9313897,0.025750741,24,02/16/2021,NA,Poc,24,Light,Poc2,Pocillopora,0,5,10,2,128.3575,0.152218159,0.999848068,0.000224457,0.250883172,114.7247075,402.3043428,0.000075969,6.17855E-06
15,BLANK,103.9812875,0.000417227,26,02/16/2021,NA,BLANK,26,Light,BLANKBLANK,BLANK,0,5,10,2,104.3985,0.159125258,0.571040297,0.000255701,0.267784668,1.631699305,388.30187,0.244327917,6.63219E-06
16,BLANK,94.67887196,-0.010412615,30,02/16/2021,NA,BLANK,30,Light,BLANKBLANK,BLANK,0,5,10,0,82.46375,0.141612339,0.999256183,0.000200881,0.246063002,-51.83466949,384.77492,0.000371978,6.75433E-06
17,R042_Poc8_TP_2.3,191.3504821,-0.009951295,24,02/16/2021,NA,Poc,24,Dark,Poc8,Pocillopora,0,5,10,2,169.10075,0.115102065,0.99901372,0.000221095,0.497676998,-45.00912805,384.4872937,0.000493262,6.76444E-06
18,R108_Por6_TP_0.2,100.1083019,0.025357299,28,02/16/2021,NA,Por,28,Light,Por6,Porites,0,5,10,0,126.04525,0.196735209,0.999817078,0.000242528,0.266862736,104.5542691,375.1303135,9.14654E-05,7.1061E-06
19,BLANK,88.32690072,-0.013787819,34,02/16/2021,NA,BLANK,34,Light,BLANKBLANK,BLANK,0,5,10,0,72.495,0.142934454,0.999597946,0.000195528,0.23561624,-70.5156806,374.8761149,0.000201047,7.11574E-06
20,BLANK,105.0329115,-0.005640479,30,02/16/2021,NA,BLANK,30,Dark,BLANKBLANK,BLANK,0,5,10,2,93.76975,0.085719886,0.998722185,0.000142663,0.288082823,-39.53696874,364.5927592,0.000639112,7.52279E-06
21,R041_Poc8_TP_0.2,141.0605265,-0.013423865,26,02/16/2021,NA,Poc,26,Dark,Poc8,Pocillopora,0,5,10,0,109.92525,0.094173089,0.999695022,0.000165792,0.387408923,-80.96826775,364.1127454,0.0001525,7.54264E-06
22,G155_Por3_TP_4.2,154.4164036,-0.025013888,34,02/16/2021,NA,Por,34,Dark,Por3,Porites,0,5,10,4,106.083,0.162822349,0.999828173,0.000231873,0.455375118,-107.8777315,339.0971479,8.59173E-05,8.69653E-06
23,R005_Poc6_TP_2.3,188.5694115,-0.014365796,26,02/16/2021,NA,Poc,26,Dark,Poc6,Pocillopora,0,5,10,2,157.9445,0.149010621,0.999332215,0.00026259,0.564724008,-54.70809137,333.9142817,0.000333948,8.96859E-06
24,G139_Por2_TP_0.2,85.63236357,0.022343879,22,02/16/2021,NA,Por,22,Light,Por2,Porites,0,5,10,0,115.47925,0.148067759,0.999863574,0.000184553,0.257402559,121.0699403,332.6787583,6.82155E-05,9.03533E-06
25,G051_Poc3_TP_0.1,147.5200518,-0.013097543,26,02/16/2021,NA,Poc,26,Dark,Poc3,Pocillopora,0,5,10,0,116.3845,0.116216092,0.999507249,0.000205634,0.492276385,-63.69339833,299.6691619,0.000246406,1.11355E-05
26,BLANK,108.1030568,-0.005719294,24,02/16/2021,NA,BLANK,24,Dark,BLANKBLANK,BLANK,0,5,10,4,96.31925,0.113543141,0.997957694,0.00018295,0.38119357,-31.26156348,283.5909766,0.001021675,1.24339E-05
27,G150_Por3_TP_0.3,170.0575565,-0.0195629,24,02/16/2021,NA,Por,24,Dark,Por3,Porites,0,5,10,0,130.53775,0.178242878,0.999542972,0.000295794,0.604154619,-66.13694097,281.4801891,0.00022854,1.26211E-05
28,G031_Poc2_TP_4.2,123.2327013,0.039633943,26,02/16/2021,NA,Poc,26,Light,Poc2,Pocillopora,0,5,10,4,167.58775,0.222688658,0.99977304,0.000422256,0.485494726,93.86233141,253.8291245,0.000113486,1.55205E-05
29,G182_Por5_TP_0.1,86.07679373,0.01078122,22,02/16/2021,NA,Por,22,Light,Por5,Porites,0,5,10,0,99.8015,0.212415309,0.998818555,0.00026219,0.350263688,41.11985033,245.7485507,0.000590897,0.000016558
30,G136_Por2_TP_2.3,155.0782848,-0.010439049,28,02/16/2021,NA,Por,28,Dark,Por2,Porites,0,5,10,2,130.3325,0.148518401,0.998588289,0.00027754,0.662086615,-37.61277726,234.2265819,0.000706105,0.000018227
31,G031_Poc2_TP_4.2,225.6176196,-0.027739732,26,02/16/2021,NA,Poc,26,Dark,Poc2,Pocillopora,0,5,10,4,165.89775,0.309721902,0.999488792,0.000443606,0.967497264,-62.532385,233.1971654,0.000255637,1.83883E-05
32,R008_Poc6_TP_0.2,158.1641472,-0.015403138,24,02/16/2021,NA,Poc,24,Dark,Poc6,Pocillopora,0,5,10,0,125.8215,0.193056803,0.999135709,0.000320341,0.67952428,-48.08362695,232.7571683,0.000432239,1.84579E-05
33,G160_Por3_TP_2.1,223.844557,-0.034153947,30,02/16/2021,NA,Por,30,Dark,Por3,Porites,0,5,10,2,156.1015,0.293061968,0.999593466,0.000487038,0.977070933,-70.12587475,229.09755,0.000203288,1.90523E-05
34,R179_Por8_TP_0.3,154.2504176,-0.009624354,22,02/16/2021,NA,Por,22,Dark,Por8,Porites,0,5,10,0,129.65325,0.13158421,0.998482632,0.000265297,0.681208956,-36.27770456,226.4362737,0.000758972,1.95027E-05
35,BLANK,102.7442874,-0.006012896,26,02/16/2021,NA,BLANK,26,Light,BLANKBLANK,BLANK,0,5,10,4,96.0985,0.223512338,0.990292535,0.000420959,0.478500975,-14.28380237,214.7211663,0.004865569,2.16888E-05
36,BLANK,102.5322035,0.000304241,28,02/16/2021,NA,BLANK,28,Light,BLANKBLANK,BLANK,0,5,10,2,102.885,0.273933033,0.224103208,0.000400295,0.483966655,0.760041062,211.8579915,0.526604597,0.000022279
37,R008_Poc6_TP_0.2,165.8277211,-0.031087415,32,02/16/2021,NA,Poc,32,Dark,Poc6,Pocillopora,0,5,10,0,100.45025,0.212592014,0.999715047,0.000371123,0.787685289,-83.76570581,210.5253499,0.000142487,2.25619E-05
38,R110_Por6_TP_4.3,217.7162992,-0.033403417,30,02/16/2021,NA,Por,30,Dark,Por6,Porites,0,5,10,4,151.395,0.283401569,0.999510307,0.00052281,1.047648757,-63.8920234,207.8142105,0.000244877,2.31544E-05
39,G182_Por5_TP_0.1,124.9169542,-0.02491256,34,02/16/2021,NA,Por,34,Dark,Por5,Porites,0,5,10,0,72.5695,0.156264961,0.999738178,0.000285078,0.604092531,-87.3887179,206.7844706,0.000130919,2.33856E-05
40,BLANK,104.7052504,-0.003398924,24,02/16/2021,NA,BLANK,24,Light,BLANKBLANK,BLANK,0,5,10,4,101.282,0.283538251,0.961151913,0.000483187,0.506874797,-7.034386042,206.5702439,0.019616446,2.34342E-05
41,BLANK,106.1644285,-0.008173046,26,02/16/2021,NA,BLANK,26,Dark,BLANKBLANK,BLANK,0,5,10,4,88.6715,0.167423916,0.998274711,0.000240256,0.520994562,-34.01802487,203.772623,0.000863017,0.000024082
42,R163_Por8_TP_2.1,167.5546513,-0.035312055,34,02/16/2021,NA,Por,34,Dark,Por8,Porites,0,5,10,2,95.09375,0.224603944,0.999738838,0.000403571,0.835713918,-87.49899912,200.4928334,0.00013059,2.48763E-05
43,R039_Poc7_TP_4.3,151.592434,-0.021777161,30,02/16/2021,NA,Poc,30,Dark,Poc7,Pocillopora,0,5,10,4,108.62725,0.207253366,0.999382271,0.000382842,0.762402173,-56.88290639,198.8352595,0.000308912,2.52928E-05
44,R008_Poc6_TP_0.2,162.4909657,-0.017267681,26,02/16/2021,NA,Poc,26,Dark,Poc6,Pocillopora,0,5,10,0,121.82925,0.19948672,0.999169574,0.000352006,0.834878709,-49.05508478,194.6282304,0.000415299,0.000026398
45,BLANK,100.1854248,-0.002367481,30,02/16/2021,NA,BLANK,30,Light,BLANKBLANK,BLANK,0,5,10,2,97.90675,0.277210003,0.913082273,0.0005165,0.516086939,-4.583695655,194.1250927,0.044446614,0.000026535
46,G199_Por5_TP_4.1,276.5258595,-0.047969875,32,02/16/2021,NA,Por,32,Dark,Por5,Porites,0,5,10,4,179.27225,0.393489335,0.999569174,0.000704203,1.441186537,-68.11936532,191.8737459,0.000215436,2.71613E-05
47,G031_Poc2_TP_4.2,206.7206683,-0.024076634,24,02/16/2021,NA,Poc,24,Dark,Poc2,Pocillopora,0,5,10,4,156.852,0.320986808,0.999073431,0.000518467,1.085799819,-46.43814549,190.3856169,0.000463392,2.75876E-05
48,G046_Poc3_TP_4.3,83.24587395,0.023146321,32,02/16/2021,NA,Poc,32,Light,Poc3,Pocillopora,0,5,10,4,108.9665,0.213326787,0.999429575,0.000391012,0.447400394,59.1959512,186.0657143,0.000285253,2.88834E-05
49,BLANK,105.7483489,0.00119547,24,02/16/2021,NA,BLANK,24,Light,BLANKBLANK,BLANK,0,5,10,2,107.106,0.327432735,0.75273655,0.000484487,0.574054444,2.467496456,184.2131002,0.132396087,2.94673E-05
50,R108_Por6_TP_0.2,168.3713683,-0.023232381,30,02/16/2021,NA,Por,30,Dark,Por6,Porites,0,5,10,0,118.14525,0.219948408,0.999343282,0.000421125,0.917048383,-55.16744758,183.6014014,0.000328413,2.96639E-05
51,G136_Por2_TP_2.3,143.0196635,-0.032090804,34,02/16/2021,NA,Por,34,Dark,Por2,Porites,0,5,10,2,76.71675,0.208443803,0.999726908,0.000375041,0.781851864,-85.5660282,182.9242471,0.000136555,2.98839E-05
52,R126_Por7_TP_2.3,180.3292997,-0.024630478,30,02/16/2021,NA,Por,30,Dark,Por7,Porites,0,5,10,2,131.8095,0.299167202,0.999184567,0.000497541,0.991460223,-49.50437842,181.8825359,0.0004078,3.02272E-05
53,BLANK,94.02051915,-0.015511906,34,02/16/2021,NA,BLANK,34,Dark,BLANKBLANK,BLANK,0,5,10,2,62.42675,0.142176932,0.999450751,0.000257131,0.528512228,-60.32690103,177.8965824,0.000274662,3.15969E-05
54,G155_Por3_TP_4.2,97.6119561,0.001340792,22,02/16/2021,NA,Por,22,Light,Por3,Porites,0,5,10,4,98.98575,0.282452523,0.770331258,0.000517677,0.548897788,2.590018182,177.8326645,0.12231483,3.16196E-05
55,BLANK,101.9638852,-0.010158257,32,02/16/2021,NA,BLANK,32,Dark,BLANKBLANK,BLANK,0,5,10,2,80.84875,0.163583131,0.998505377,0.000277904,0.583418123,-36.55310918,174.7698284,0.000747591,3.27375E-05
56,BLANK,84.62798699,-0.011808107,34,02/16/2021,NA,BLANK,34,Dark,BLANKBLANK,BLANK,0,5,10,0,58.62975,0.12019774,0.999310748,0.000219283,0.486526687,-53.84881718,173.9431551,0.000344686,3.30494E-05
57,G046_Poc3_TP_4.3,168.1828719,-0.018891482,28,02/16/2021,NA,Poc,28,Dark,Poc3,Pocillopora,0,5,10,4,126.90225,0.261334657,0.998896448,0.000444004,0.978973121,-42.54797302,171.7951885,0.000551928,0.000033881
58,G150_Por3_TP_0.3,178.3165377,-0.022032252,28,02/16/2021,NA,Por,28,Dark,Por3,Porites,0,5,10,0,127.249,0.261306629,0.999120081,0.000462335,1.079559438,-47.6543369,165.1752848,0.000440056,0.000036651
59,R179_Por8_TP_0.3,136.0448881,-0.020041181,32,02/16/2021,NA,Por,32,Dark,Por8,Porites,0,5,10,0,94.43425,0.224358292,0.999224017,0.000394914,0.827581834,-50.74817018,164.3884417,0.000388067,3.70027E-05
60,G139_Por2_TP_0.2,177.2817009,-0.027075356,30,02/16/2021,NA,Por,30,Dark,Por2,Porites,0,5,10,0,117.56125,0.253334862,0.999356385,0.000485861,1.079129931,-55.72652609,164.2820719,0.00032186,3.70506E-05
61,G046_Poc3_TP_4.3,85.45266319,0.019808675,34,02/16/2021,NA,Poc,34,Light,Poc3,Pocillopora,0,5,10,4,104.98525,0.296134277,0.998676715,0.000509864,0.524108239,38.85087516,163.0439228,0.000661861,3.76155E-05
62,R039_Poc7_TP_4.3,149.3398578,-0.021141568,32,02/16/2021,NA,Poc,32,Dark,Poc7,Pocillopora,0,5,10,4,105.89125,0.244675629,0.999126927,0.000441913,0.916390785,-47.8409817,162.9652548,0.000436632,3.76518E-05
63,BLANK,101.8944166,-0.004791758,24,02/16/2021,NA,BLANK,24,Dark,BLANKBLANK,BLANK,0,5,10,0,91.76,0.17990958,0.992295435,0.000298561,0.637822826,-16.04949686,159.7534807,0.003859731,3.91808E-05
64,G160_Por3_TP_2.1,212.1504511,-0.019106194,24,02/16/2021,NA,Por,24,Dark,Por3,Porites,0,5,10,2,168.9845,0.30481444,0.998128251,0.000585046,1.330530896,-32.65760705,159.4479706,0.000936313,3.93311E-05
65,R041_Poc8_TP_0.2,91.64287644,0.016653399,24,02/16/2021,NA,Poc,24,Light,Poc8,Pocillopora,0,5,10,0,109.8235,0.255184709,0.998081482,0.000516283,0.577890976,32.25633996,158.5816015,0.000959719,0.000039762
66,BLANK,99.11525725,-0.002497788,22,02/16/2021,NA,BLANK,22,Dark,BLANKBLANK,BLANK,0,5,10,0,92.6435,0.120904885,0.981137528,0.000244892,0.637387793,-10.19954129,155.5022834,0.009476134,4.13523E-05
67,R125_Por7_TP_4.2,182.4389347,-0.035734109,34,02/16/2021,NA,Por,34,Dark,Por7,Porites,0,5,10,4,110.40225,0.406192766,0.999485606,0.000573229,1.173287928,-62.33832342,155.4937457,0.00025723,4.13568E-05
68,BLANK,108.3607151,-0.002622215,26,02/16/2021,NA,BLANK,26,Dark,BLANKBLANK,BLANK,0,5,10,2,102.907,0.189077916,0.968900936,0.000332191,0.697332161,-7.893707391,155.3932562,0.015672343,4.14103E-05
69,BLANK,96.53482386,-0.006155873,32,02/16/2021,NA,BLANK,32,Light,BLANKBLANK,BLANK,0,5,10,2,90.11075,0.294346845,0.982534613,0.00058035,0.623260251,-10.60717696,154.8868611,0.00877116,4.16815E-05
70,G136_Por2_TP_2.3,150.8381329,-0.022611167,32,02/16/2021,NA,Por,32,Dark,Por2,Porites,0,5,10,2,103.2475,0.271795077,0.999171305,0.000460453,0.978615636,-49.10635703,154.1341947,0.000414433,4.20896E-05
71,G182_Por5_TP_0.1,129.9584555,-0.011911599,24,02/16/2021,NA,Por,24,Dark,Por5,Porites,0,5,10,0,106.594,0.261397058,0.997338243,0.000435129,0.863449375,-27.37486588,150.5107992,0.001331765,4.41404E-05
72,R123_Por7_TP_0.3,176.6157545,-0.025888165,30,02/16/2021,NA,Por,30,Dark,Por7,Porites,0,5,10,0,118.63875,0.271077717,0.999189916,0.000521227,1.175140566,-49.66769896,150.2933007,0.000405124,4.42682E-05
73,R041_Poc8_TP_0.2,131.4611645,-0.026037318,34,02/16/2021,NA,Poc,34,Dark,Poc8,Pocillopora,0,5,10,0,75.20325,0.22411087,0.999503844,0.000410202,0.893365054,-63.47433758,147.1527948,0.000248109,4.61778E-05
74,R126_Por7_TP_2.3,171.2578771,-0.040050697,34,02/16/2021,NA,Por,34,Dark,Por7,Porites,0,5,10,2,90.75925,0.316207094,0.999586685,0.000575871,1.168202661,-69.54798908,146.5994581,0.000206679,0.000046527
75,BLANK,102.3334361,-0.008791013,28,02/16/2021,NA,BLANK,28,Light,BLANKBLANK,BLANK,0,5,10,4,93.01425,0.36598285,0.989620475,0.000636617,0.699235047,-13.80894796,146.3505534,0.0052033,4.66854E-05
76,R179_Por8_TP_0.3,159.9905831,-0.015909398,24,02/16/2021,NA,Por,24,Dark,Por8,Porites,0,5,10,0,127.12525,0.318746284,0.997808819,0.000527174,1.1006266,-30.17862978,145.3631804,0.001096191,4.73217E-05
77,R047_Poc8_TP_4.3,205.4722506,-0.031580797,30,02/16/2021,NA,Poc,30,Dark,Poc8,Pocillopora,0,5,10,4,142.39425,0.38978816,0.998969098,0.000717366,1.446026711,-44.02328381,142.0943673,0.000515584,4.95238E-05
78,G046_Poc3_TP_4.3,154.4971337,-0.018699599,30,02/16/2021,NA,Poc,30,Dark,Poc3,Pocillopora,0,5,10,4,115.61,0.286239694,0.998459411,0.000519392,1.089553691,-36.00284044,141.7985502,0.000770592,4.97306E-05
79,G183_Por5_TP_2.1,198.678193,-0.032098738,32,02/16/2021,NA,Por,32,Dark,Por5,Porites,0,5,10,2,130.19125,0.388857828,0.999161237,0.00065762,1.416525933,-48.81049985,140.2573637,0.000419469,5.08295E-05
80,R167_Por8_TP_4.2,170.8808553,-0.023105225,30,02/16/2021,NA,Por,30,Dark,Por8,Porites,0,5,10,4,123.1395,0.323888205,0.998714513,0.000586149,1.221915083,-39.41865537,139.8467518,0.00064295,5.11284E-05
81,G025_Poc2_TP_2.2,86.13426973,0.036239305,28,02/16/2021,NA,Poc,28,Light,Poc2,Pocillopora,0,5,10,2,125.61075,0.369380635,0.999551396,0.000542867,0.619530192,66.7553644,139.0315934,0.000224327,5.17296E-05
82,R016_Poc6_TP_4.2,88.91737819,0.023871945,22,02/16/2021,NA,Poc,22,Light,Poc6,Pocillopora,0,5,10,4,112.6815,0.340672646,0.998646634,0.000621405,0.641621229,38.41610606,138.5823507,0.000676912,5.20655E-05
83,BLANK,108.8422298,-0.003581374,28,02/16/2021,NA,BLANK,28,Dark,BLANKBLANK,BLANK,0,5,10,2,100.4465,0.179800419,0.982698333,0.000336023,0.792843251,-10.65813292,137.2808935,0.008688579,5.30573E-05
84,G150_Por3_TP_0.3,173.50437,-0.034283737,32,02/16/2021,NA,Por,32,Dark,Por3,Porites,0,5,10,0,103.5885,0.349806531,0.999349449,0.000618522,1.273439396,-55.42847522,136.2486275,0.000325329,5.38643E-05
85,BLANK,97.78671802,-0.005311135,26,02/16/2021,NA,BLANK,26,Dark,BLANKBLANK,BLANK,0,5,10,0,85.22025,0.171296701,0.993534345,0.000302961,0.721923467,-17.53073737,135.4530259,0.00323807,5.44988E-05
86,R110_Por6_TP_4.3,190.6207466,-0.019500971,24,02/16/2021,NA,Por,24,Dark,Por6,Porites,0,5,10,4,151.1155,0.426274773,0.997521553,0.000687337,1.408632158,-28.37176582,135.3232961,0.001239992,5.46034E-05
87,R039_Poc7_TP_4.3,95.09496345,0.018362728,30,02/16/2021,NA,Poc,30,Light,Poc7,Pocillopora,0,5,10,4,112.42275,0.420543308,0.996942341,0.000719087,0.710391761,25.53615403,133.8627061,0.00153,5.58013E-05
88,G031_Poc2_TP_4.2,203.6846288,-0.023229307,28,02/16/2021,NA,Poc,28,Dark,Poc2,Pocillopora,0,5,10,4,153.95275,0.416287461,0.998158929,0.000705435,1.524548081,-32.92907646,133.603283,0.00092096,5.60182E-05
89,G199_Por5_TP_4.1,264.3180852,-0.037342904,30,02/16/2021,NA,Por,30,Dark,Por5,Porites,0,5,10,4,191.639,0.54663872,0.998542112,0.001008955,1.982621669,-37.01145351,133.3174601,0.00072921,5.62586E-05
90,R125_Por7_TP_4.2,92.05315942,0.037552313,22,02/16/2021,NA,Por,22,Light,Por7,Porites,0,5,10,4,134.6455,0.318252517,0.999498694,0.000594678,0.693008176,63.14730827,132.8312747,0.000250684,5.66712E-05
91,R041_Poc8_TP_0.2,136.1213695,-0.023290065,32,02/16/2021,NA,Poc,32,Dark,Poc8,Pocillopora,0,5,10,0,88.06225,0.280116309,0.999101067,0.000493986,1.028918805,-47.1472096,132.2955406,0.000449568,5.71311E-05
92,BLANK,95.9183465,-0.008464102,30,02/16/2021,NA,BLANK,30,Light,BLANKBLANK,BLANK,0,5,10,4,87.43625,0.402665226,0.986588032,0.000697821,0.727710176,-12.12932592,131.8084447,0.006728621,5.75541E-05
93,R125_Por7_TP_4.2,218.0162526,-0.024684755,26,02/16/2021,NA,Por,26,Dark,Por7,Porites,0,5,10,4,164.55475,0.528363164,0.998123346,0.000756857,1.660330501,-32.61481861,131.3089487,0.000938768,5.79927E-05
94,R032_Poc7_TP_0.3,145.5378839,-0.015595902,28,02/16/2021,NA,Poc,28,Dark,Poc7,Pocillopora,0,5,10,0,109.6045,0.275404979,0.998066968,0.000485328,1.126655352,-32.13477903,129.1769338,0.000966984,5.99227E-05
95,BLANK,101.9013025,-0.000622247,22,02/16/2021,NA,BLANK,22,Light,BLANKBLANK,BLANK,0,5,10,4,101.21375,0.371506218,0.286662175,0.000694082,0.789100315,-0.896504692,129.1360561,0.464591581,5.99606E-05
96,BLANK,98.11260484,-0.004998633,26,02/16/2021,NA,BLANK,26,Light,BLANKBLANK,BLANK,0,5,10,0,91.87075,0.412499793,0.973237098,0.000586129,0.760412373,-8.528206801,129.0255239,0.013472201,6.00634E-05
97,G051_Poc3_TP_0.1,151.6304105,-0.009852849,22,02/16/2021,NA,Poc,22,Dark,Poc3,Pocillopora,0,5,10,0,125.984,0.222160185,0.995846087,0.000449966,1.176490933,-21.89688995,128.8836201,0.002079118,6.01957E-05
98,R110_Por6_TP_4.3,219.1519796,-0.038907233,32,02/16/2021,NA,Por,32,Dark,Por6,Porites,0,5,10,4,138.63175,0.451494656,0.999122997,0.000815092,1.701906585,-47.73356435,128.7685126,0.000438598,6.03033E-05
99,G051_Poc3_TP_0.1,142.8302663,-0.022722674,32,02/16/2021,NA,Poc,32,Dark,Poc3,Pocillopora,0,5,10,0,94.51525,0.301920316,0.998919557,0.000528421,1.133672682,-43.00108115,125.9889813,0.000540367,6.29932E-05
100,BLANK,92.19999879,-0.013926238,34,02/16/2021,NA,BLANK,34,Light,BLANKBLANK,BLANK,0,5,10,4,79.22,0.436143235,0.994208633,0.000751572,0.733664065,-18.52947874,125.6705939,0.002899888,6.33128E-05
101,G139_Por2_TP_0.2,168.0297992,-0.016691524,26,02/16/2021,NA,Por,26,Dark,Por2,Porites,0,5,10,0,129.5065,0.332605311,0.997548323,0.000585121,1.360634595,-28.5266225,123.493699,0.001226591,6.55643E-05
102,R008_Poc6_TP_0.2,161.8958519,-0.011712395,22,02/16/2021,NA,Poc,22,Dark,Poc6,Pocillopora,0,5,10,0,131.689,0.250970274,0.99624326,0.000508573,1.317625039,-23.02990307,122.869441,0.001880138,6.62322E-05
103,R125_Por7_TP_4.2,211.4269381,-0.025298736,28,02/16/2021,NA,Por,28,Dark,Por7,Porites,0,5,10,4,156.8495,0.469634907,0.998027174,0.000795348,1.731811879,-31.8083981,122.0842406,0.0009869,6.70868E-05
104,BLANK,90.94989061,-0.013338623,34,02/16/2021,NA,BLANK,34,Light,BLANKBLANK,BLANK,0,5,10,2,77.617,0.409235428,0.994126169,0.000724997,0.753018446,-18.39818727,120.7804286,0.002941241,6.85429E-05
105,G155_Por3_TP_4.2,189.8136242,-0.021344527,28,02/16/2021,NA,Por,28,Dark,Por3,Porites,0,5,10,4,145.82725,0.44721043,0.997501403,0.000755376,1.572640575,-28.25684156,120.6973973,0.00125008,6.86372E-05
106,G136_Por2_TP_2.3,92.17013252,0.020355365,30,02/16/2021,NA,Por,30,Light,Por2,Porites,0,5,10,2,112.27275,0.400409105,0.99730778,0.000747833,0.765201925,27.21913316,120.4520395,0.001347017,6.89171E-05
107,G160_Por3_TP_2.1,218.0194301,-0.043494702,32,02/16/2021,NA,Por,32,Dark,Por3,Porites,0,5,10,2,128.2295,0.510091397,0.999201093,0.000869647,1.813314998,-50.01418983,120.2325191,0.000399533,6.91689E-05
108,G025_Poc2_TP_2.2,154.1317418,-0.002969416,24,02/16/2021,NA,Poc,24,Dark,Poc2,Pocillopora,0,5,10,2,147.5635,0.301762443,0.929399491,0.000578707,1.288940603,-5.131121473,119.5801742,0.035946324,6.99256E-05
109,R110_Por6_TP_4.3,202.5129719,-0.025988673,28,02/16/2021,NA,Por,28,Dark,Por6,Porites,0,5,10,4,148.285,0.475710887,0.998072448,0.00080759,1.701822307,-32.1805118,118.9977185,0.000964241,7.06117E-05
110,G046_Poc3_TP_4.3,161.9023319,-0.023971317,32,02/16/2021,NA,Poc,32,Dark,Poc3,Pocillopora,0,5,10,4,109.94775,0.343305375,0.998637941,0.000625995,1.367574685,-38.29314516,118.3864645,0.000681262,7.13427E-05
111,R005_Poc6_TP_2.3,164.2050504,-0.005308794,22,02/16/2021,NA,Poc,22,Dark,Poc6,Pocillopora,0,5,10,2,150.4225,0.233894238,0.980251757,0.000532815,1.388214474,-9.963675545,118.285073,0.009923358,0.000071465
112,R028_Poc7_TP_2.2,142.5500632,-0.03038828,34,02/16/2021,NA,Poc,34,Dark,Poc7,Pocillopora,0,5,10,2,78.594,0.319915152,0.999278027,0.000577575,1.226060246,-52.6135735,116.2667688,0.000361051,7.39674E-05
113,G046_Poc3_TP_4.3,95.31024919,0.028671558,24,02/16/2021,NA,Poc,24,Light,Poc3,Pocillopora,0,5,10,4,125.62825,0.438806421,0.998622077,0.000753092,0.82600958,38.07177916,115.3863726,0.000689199,7.51004E-05
